0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	-0.266909	0.000000
0.100000	0.000995	0.000000	0.480538	0.001672
0.200000	0.002975	0.000000	0.255855	0.001071
0.300000	0.005931	0.000001	0.286875	0.000939
0.400000	0.009852	0.000003	-0.178645	-0.000080
0.500000	0.014729	0.000007	0.203243	-0.000601
0.600000	0.020552	0.000015	0.278018	-0.000950
0.700000	0.027313	0.000027	-0.110330	-0.000189
0.800000	0.035001	0.000045	0.144014	0.000397
0.900000	0.043608	0.000071	0.271708	-0.000367
1.000000	0.053124	0.000108	-0.283727	-0.001084
1.100000	0.063541	0.000156	0.083370	0.002319
1.200000	0.074848	0.000219	-0.133417	-0.000537
1.300000	0.087039	0.000298	0.764001	0.014650
1.400000	0.100102	0.000397	0.088757	0.003905
1.500000	0.114031	0.000519	0.234779	0.009339
1.600000	0.128816	0.000666	0.132280	0.005775
1.700000	0.144449	0.000842	0.256168	0.009322
1.800000	0.160920	0.001050	-0.048863	0.002436
1.900000	0.178223	0.001293	0.281740	0.007367
2.000000	0.196347	0.001575	-0.030321	0.005513
2.100000	0.215286	0.001899	-0.048225	0.002530
2.200000	0.235031	0.002270	0.299782	0.011481
2.300000	0.255573	0.002692	-0.025839	0.002093
2.400000	0.276905	0.003167	0.244187	0.008964
2.500000	0.299019	0.003702	0.512855	0.015527
2.600000	0.321906	0.004299	0.294985	0.007535
2.700000	0.345558	0.004964	0.481881	0.012189
2.799999	0.369969	0.005701	0.216568	0.005803
2.899999	0.395129	0.006513	0.266802	0.007133
2.999999	0.421032	0.007407	0.338581	0.009866
3.099999	0.447669	0.008386	0.887474	0.038656
3.199999	0.475034	0.009456	0.776967	0.036456
3.299999	0.503117	0.010621	0.529233	0.024495
3.399999	0.531912	0.011887	0.734843	0.036313
3.499999	0.561412	0.013257	0.605803	0.028305
3.599999	0.591608	0.014739	0.859070	0.042797
3.699999	0.622493	0.016335	1.409828	0.079199
3.799999	0.654060	0.018052	1.072764	0.055924
3.899998	0.686302	0.019896	0.714588	0.030553
3.999998	0.719211	0.021870	0.681524	0.029527
4.099998	0.752779	0.023981	0.947312	0.052411
4.199998	0.787000	0.026234	1.626749	0.102978
4.299998	0.821867	0.028634	0.654010	0.023043
4.399998	0.857372	0.031187	1.167654	0.067630
4.499998	0.893507	0.033898	1.420610	0.088205
4.599998	0.930267	0.036773	1.524044	0.098338
4.699998	0.967643	0.039817	0.855837	0.031656
4.799998	1.005628	0.043036	1.038838	0.046013
4.899998	1.044216	0.046435	0.738394	0.013609
4.999998	1.083399	0.050021	0.954978	0.035726
5.099998	1.123171	0.053797	1.290081	0.076222
5.199997	1.163524	0.057771	1.549411	0.108837
5.299997	1.204450	0.061948	1.327417	0.079915
5.399997	1.245944	0.066334	1.007340	0.036860
5.499997	1.287999	0.070933	0.988190	0.032697
5.599997	1.330606	0.075752	1.085067	0.045608
5.699997	1.373760	0.080797	1.370731	0.080530
5.799997	1.417453	0.086072	1.236581	0.061152
5.899997	1.461678	0.091585	1.524095	0.102503
5.999997	1.506428	0.097339	1.634296	0.120324
6.099997	1.551697	0.103342	1.427662	0.088466
6.199996	1.597477	0.109598	1.651112	0.124045
6.299996	1.643761	0.116113	1.654292	0.125721
6.399996	1.690543	0.122893	2.239733	0.221842
6.499996	1.737816	0.129943	1.517785	0.101655
6.599996	1.785572	0.137269	1.692547	0.130902
6.699996	1.833805	0.144877	1.741093	0.136119
6.799996	1.882507	0.152771	1.936624	0.172289
6.899996	1.931673	0.160958	1.811082	0.149843
6.999996	1.981294	0.169443	1.854321	0.157387
7.099996	2.031364	0.178231	1.724952	0.126448
7.199996	2.081876	0.187328	1.827161	0.144615
7.299995	2.132823	0.196739	2.807535	0.342469
7.399995	2.184199	0.206469	2.330560	0.246006
7.499995	2.235995	0.216524	2.379041	0.256315
7.599995	2.288206	0.226910	2.354970	0.251046
7.699995	2.340823	0.237630	2.021868	0.174339
7.799995	2.393841	0.248692	2.765776	0.338910
7.899995	2.447252	0.260098	2.578684	0.295841
7.999995	2.501049	0.271856	2.590757	0.295269
8.099995	2.555226	0.283970	2.476342	0.269285
8.199995	2.609774	0.296445	2.786480	0.341240
8.299995	2.664688	0.309285	2.488283	0.269444
8.399996	2.719960	0.322497	2.555268	0.283947
8.499996	2.775583	0.336085	2.851759	0.357346
8.599997	2.831550	0.350053	2.868143	0.359925
8.699997	2.887854	0.364407	2.842971	0.353223
8.799997	2.944488	0.379151	2.616493	0.290279
8.899998	3.001445	0.394290	3.043074	0.408494
8.999998	3.058717	0.409829	2.875281	0.359330
9.099998	3.116298	0.425773	3.733322	0.604702
9.199999	3.174181	0.442125	3.553159	0.555896
9.299999	3.232358	0.458890	3.612665	0.574648
9.400000	3.290822	0.476074	3.511643	0.542186
9.500000	3.349566	0.493680	3.548653	0.545995
9.600000	3.408584	0.511712	3.494095	0.529045
9.700001	3.467867	0.530175	3.432759	0.510198
9.800001	3.527409	0.549073	3.702381	0.593670
9.900002	3.587202	0.568411	3.538553	0.541938
10.000002	3.647239	0.588191	3.465338	0.517766
